사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,분당선,329,보정,20,0,952,121,3168,1373,8399,2730,9691,5835,6175,2032,4941,1672,3974,1864,3574,2092,3128,2179,2906,2656,3559,3350,3765,4283,4742,4888,4044,7118,1869,6025,1353,3644,1205,3155,1056,3341,337,2246,8,140,0,0,0,0,0,0
2021-11,분당선,330,죽전,1340,11,4974,733,14641,7399,41974,15263,38286,22472,22931,19095,16334,21126,15628,17534,17244,17396,17342,18788,16645,19392,18705,21264,22379,24532,28036,30823,31115,47469,19469,40768,23487,23623,12096,20256,8815,20058,2866,14901,7,8604,0,0,0,0,0,0
2021-11,분당선,331,구성,54,0,2256,348,7735,2526,20875,4630,22484,8071,12723,3788,8665,3455,7309,4062,6624,4771,6272,4777,5973,5445,5773,7048,6447,8872,8211,13953,7573,20655,3414,18460,2501,10857,2188,8402,1510,8836,499,5435,5,355,0,0,0,0,0,0
2021-11,분당선,332,신갈,26,0,2545,273,7823,1384,18474,2150,18558,6636,10560,3572,7699,3330,7466,3721,6207,4705,6349,5307,5714,5409,6148,6689,6512,6806,6411,10884,4969,17103,2132,14345,1775,8842,1489,6618,1115,7934,439,4665,11,290,0,0,0,0,0,0
2021-11,분당선,333,기흥,141,5,5458,485,13546,3940,36039,9186,35913,17133,19281,8589,13023,6988,11760,7961,12112,8172,11413,10287,11024,9816,11555,11460,14479,13639,18176,20838,20412,37273,11391,29796,8078,17112,8190,14077,6113,15041,2097,9042,38,1105,0,0,0,0,0,0
2021-11,분당선,334,상갈,59,0,2730,486,8402,2519,19666,7216,20352,10229,12490,5406,9127,4160,7580,4565,7226,4452,6671,6442,6224,5814,6503,6697,7828,9483,10473,12723,11420,17603,5452,14730,4176,9823,3305,9204,1637,8408,607,4864,4,747,0,0,0,0,0,0
2021-11,분당선,335,청명,12,0,2224,704,6530,1731,17846,4965,18298,9215,8277,3998,5464,2831,4802,3107,5038,3888,4966,3935,4312,4354,5377,5025,6538,6244,8042,10214,8951,14309,3856,12686,2654,7552,2173,6797,1897,6133,652,3826,15,373,0,0,0,0,0,0
2021-11,분당선,336,영통,68,0,2263,1260,7612,3598,17628,8306,19673,23074,10475,15492,9128,9847,10026,9288,10712,11460,11844,11797,10636,11392,11996,11794,15613,13322,22301,20895,24052,26072,12082,19642,11128,11742,11932,10844,11663,10777,4583,6124,154,527,0,0,0,0,0,0
2021-11,분당선,337,망포,55,0,4391,2507,18156,9131,49724,23447,46101,44999,22705,17474,14862,8533,13933,9123,14490,10424,14450,11881,12932,11190,15316,14581,20220,18056,34714,26220,46649,43221,21004,41296,15600,26103,13554,19267,10023,17943,3747,11155,147,890,0,0,0,0,0,0
2021-11,분당선,338,매탄권선,122,1,3096,527,8491,2793,19367,4678,19336,10681,10105,4850,7030,3405,6181,3293,6508,3995,6017,4661,5277,3961,5724,5645,7975,7891,10849,11671,8810,18949,4430,14465,3180,9165,2911,7506,2538,7798,726,4790,19,559,0,0,0,0,0,0
2021-11,분당선,339,수원시청,175,1,4484,1397,11228,5671,29316,14507,29463,46719,14906,30437,11489,16491,14039,13471,16023,17184,15832,18638,15919,15310,19315,16594,26006,19514,30134,32015,39723,49015,18845,36223,16447,21466,18915,14118,16256,13480,6476,8081,336,1125,0,0,0,0,0,0
2021-11,분당선,340,매교,265,3,2589,770,3987,4316,8639,4091,10121,11290,5143,3879,3589,2864,3555,2699,3963,3003,3114,3027,2978,3510,3842,3319,6800,4646,8742,7003,5912,9167,2485,5546,1747,3786,1583,3358,1156,2916,290,1539,13,262,0,0,0,0,0,0
2021-11,일산선,375,원흥,210,1,5857,746,15540,5372,40725,6779,44272,16327,23174,12061,16146,8383,14498,8245,14633,9981,14449,11864,12582,11943,12423,13808,15424,16237,16542,24219,18723,33093,8402,34594,6142,18324,5567,16586,4051,15989,1547,9204,12,206,0,0,0,0,0,0
2021-11,일산선,376,지축,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-11,일산선,377,삼송,593,5,7457,1286,29122,8939,78615,15023,75557,26261,39208,18579,27929,15317,24802,17205,24675,22120,23928,23138,21183,23102,23005,28036,27039,32895,31418,42089,29568,66977,17915,60923,13080,34207,11629,28425,12492,25816,2464,11460,8,492,0,0,0,0,0,0
2021-11,일산선,378,원당,221,1,8844,894,19812,5483,44574,8571,45901,13391,25518,10420,18715,8407,17329,10598,17652,11554,16365,12163,14165,13493,14017,16151,15761,20322,17322,26717,15803,36843,7863,34556,5198,19708,4174,17936,2647,17629,739,9416,0,22,0,0,0,0,0,0
2021-11,일산선,379,화정,156,5,9853,1378,23962,6265,54212,11706,55778,29232,31810,19221,25688,18000,25280,19919,26390,21476,25933,24585,24521,24043,24737,30835,26872,32075,29847,42474,28633,60552,15464,47180,13297,28347,12532,24096,9872,23398,3696,13608,0,1,0,0,0,0,0,0
2021-11,일산선,380,대곡,2,1,805,353,2699,1298,7480,1949,6864,3575,3478,1928,2834,1817,2246,1729,2440,1785,2441,1842,2488,1644,2541,2060,2995,2523,3948,2759,4504,5162,2017,3827,1110,2000,1184,2167,774,1870,457,2331,0,73,0,0,0,0,0,0
2021-11,일산선,381,백석,85,1,4368,2536,9524,5329,21671,11278,23795,28372,15783,14675,14194,12499,14806,11813,15177,13111,14572,14273,14932,13961,17668,14407,17612,17236,23007,20366,24779,25286,11570,24450,9063,13450,9669,10807,6671,9543,2421,6843,4,16,0,0,0,0,0,0
2021-11,일산선,382,마두,30,0,2838,1309,9159,4259,16868,7822,16386,21726,11804,15657,11849,10967,12585,10954,12512,9889,12670,13083,12858,11842,14508,11873,14490,11539,16540,15306,17977,17913,7742,16331,5554,9129,5533,7393,4217,7236,810,5164,3,4,0,0,0,0,0,0
2021-11,일산선,383,정발산,59,0,1985,824,5007,2984,9052,5927,10210,21099,7347,17651,7236,12604,9127,12319,9984,11892,11054,14972,12704,13207,14988,12387,15930,12538,20833,15439,24068,19240,11727,14407,11982,7565,10043,5347,8038,4635,2168,3436,1,28,0,0,0,0,0,0
2021-11,일산선,384,주엽,121,0,5224,1166,14617,2901,29471,7170,25865,14994,17007,11907,15691,10743,15325,11214,14555,11428,14213,14214,13254,13142,14594,15608,15301,17553,15231,18661,13919,25297,7319,24400,6387,14377,4682,11109,3965,9717,885,7238,3,394,0,0,0,0,0,0
2021-11,일산선,385,대화,100,1,6749,1214,24775,4735,57834,13255,43529,19643,26358,14323,20688,11404,19056,10900,17816,12736,17201,14653,16406,13276,17512,16099,19451,17102,22431,21570,21911,32607,10367,32350,7341,20089,7167,16335,8484,15464,1090,7842,13,3178,0,0,0,0,0,0
2021-11,중앙선,135,회기,694,9,11928,3399,19688,12187,54358,28443,72916,51712,46042,33640,35801,30074,39540,25990,41026,31922,38598,35984,39419,31874,42038,32824,46802,37852,64914,51366,48706,74290,27420,57719,22137,36162,22842,34631,21793,39109,9377,24026,175,4872,0,0,0,0,0,0
2021-11,중앙선,152,중랑,136,5,5932,654,9773,2085,22441,2987,21594,6253,14492,4911,8789,4337,7919,4415,8271,5526,8388,6319,7347,6701,6884,9122,7213,11004,7338,15272,7520,23206,4451,14661,3179,10462,2674,7726,1956,7830,778,4408,9,358,0,0,0,0,0,0
2021-11,중앙선,153,상봉(시외버스터미널),575,3,6156,710,8328,2226,21438,4757,24740,8344,13554,6338,9511,4622,7484,6049,9488,6625,7634,6944,7944,7458,7436,9050,7768,10575,8741,13579,9864,23967,6477,20335,4849,11129,4651,8746,2845,8993,1188,5760,40,1227,0,0,0,0,0,0
2021-11,중앙선,154,망우,325,5,7532,1053,11616,2795,29200,5787,24692,14142,15879,8463,11621,9193,11340,8275,11967,8956,11625,10159,10652,10834,10795,12232,12037,16112,13202,19747,12015,29296,7806,19016,5244,11819,4479,8829,3119,8674,1054,5896,13,522,0,0,0,0,0,0
2021-11,중앙선,155,양원,29,0,1810,431,2386,2572,6588,6244,5137,5724,3581,2042,2900,2195,2554,2170,2904,1707,2806,2629,2728,2295,4510,2770,5788,3219,4493,3665,2706,5429,1313,3561,874,2647,629,1826,484,1732,131,1247,2,61,0,0,0,0,0,0
2021-11,중앙선,156,구리,924,8,9170,2017,21157,7175,59638,8739,51769,19335,25902,15356,19853,13921,18502,13427,18776,13438,17337,16540,16186,17097,17441,20794,20552,24214,22001,33269,20658,51547,12788,46815,10135,24075,7432,19393,5843,17960,1690,13477,23,570,0,0,0,0,0,0
2021-11,중앙선,157,도농,840,4,7634,1298,20180,6411,54276,8367,39400,12695,23596,7498,16172,6800,14468,7203,13156,8333,11792,9192,10641,9819,10644,13552,15263,16351,16010,23565,13368,36558,6188,32975,4599,18160,3737,14959,2484,12450,932,10174,11,1506,0,0,0,0,0,0
2021-11,중앙선,158,양정,82,1,377,164,903,1064,1983,1972,1885,2647,1058,1322,836,1166,898,901,1011,859,1158,859,1359,815,1409,791,1899,836,2868,1171,2206,1276,956,1124,415,631,368,591,149,459,45,343,3,62,0,0,0,0,0,0
2021-11,중앙선,159,덕소,1450,4,3214,640,10267,1698,25230,2842,20321,6994,13135,4483,10133,4120,8842,4065,8484,5231,8214,6024,7637,5591,7189,7706,7889,8684,8088,14679,6673,15904,3842,15296,3055,7907,2557,7941,1974,7537,654,5872,7,1350,0,0,0,0,0,0
2021-11,중앙선,160,도심,5,0,1487,344,5227,888,13059,1455,8716,5617,5115,1755,3781,1757,3335,1637,3174,1895,2946,1947,2556,1539,2655,3468,3439,2287,3274,5904,3613,5189,1290,6064,915,2933,864,2655,615,2590,132,1919,0,0,0,0,0,0,0,0
2021-11,중앙선,161,팔당,0,0,216,49,657,672,1236,1504,1421,2925,1293,3467,1082,3180,1130,2402,1233,2458,1495,1623,2007,1527,2424,1807,2843,1758,2889,1709,2777,1789,1852,1042,1653,604,1129,493,984,379,132,339,0,0,0,0,0,0,0,0
2021-11,중앙선,162,운길산,1,0,220,94,569,428,1651,638,1498,1261,1017,2444,830,3514,927,2491,1087,2746,1757,1548,2669,1378,3641,1100,3432,1038,2907,985,1349,878,652,1243,645,595,269,506,125,582,22,335,1,3,0,0,0,0,0,0
2021-11,중앙선,163,양수,11,0,667,152,1854,1003,5999,2148,4126,2846,4056,4116,2893,4015,2952,3467,3127,3506,3414,3513,3674,3363,5181,3113,5310,3708,5065,4364,3323,3869,1441,3906,1451,3225,753,2429,379,1806,132,1375,0,0,0,0,0,0,0,0
2021-11,중앙선,164,신원,0,0,97,2,215,88,361,522,389,382,404,427,281,556,226,440,362,288,414,285,509,269,627,321,714,259,511,274,519,362,144,154,104,184,39,151,14,78,7,113,0,0,0,0,0,0,0,0
2021-11,중앙선,165,국수,1,1,568,23,1090,337,1996,539,1637,1804,1752,1221,1225,996,1115,1261,1368,1125,1423,1103,1330,1009,1843,1269,2123,1432,1164,1640,812,1617,363,1217,274,1314,197,1076,116,733,32,543,0,0,0,0,0,0,0,0
2021-11,중앙선,166,아신,3,0,527,28,728,148,1851,541,1434,1048,1061,1018,1214,979,995,1033,937,1087,963,797,997,903,1124,1014,1374,1097,1266,1638,1155,1137,490,1205,315,893,221,955,131,685,9,571,0,16,0,0,0,0,0,0
2021-11,중앙선,167,오빈,6,0,227,0,446,252,942,284,847,646,722,513,644,434,488,494,522,398,498,436,475,356,502,508,634,609,763,970,595,708,234,601,129,329,98,439,19,321,4,300,1,11,0,0,0,0,0,0
2021-11,중앙선,168,양평,53,2,1337,98,3102,2357,5853,3456,4968,6944,4249,4825,5388,4841,4675,6561,5212,5543,5663,4229,6353,5246,6234,5775,7950,4964,7352,7037,5704,5999,2769,4123,2587,4641,1919,2536,1568,2262,183,2619,13,197,0,0,0,0,0,0
2021-11,중앙선,169,원덕,62,0,309,2,677,155,669,487,946,515,827,639,830,928,655,802,590,802,621,383,822,679,945,730,1062,661,776,980,534,785,254,636,122,426,64,527,19,305,2,309,0,36,0,0,0,0,0,0
2021-11,중앙선,170,용문,384,1,994,5,1966,649,2930,2164,4035,3192,2932,2729,3188,5080,3096,9643,3916,9963,5256,3968,7029,4898,10059,4431,8878,3082,5864,4170,3039,3139,1619,2671,713,2777,671,1591,356,1301,0,1188,0,421,0,0,0,0,0,0
2021-11,중앙선,171,지평,0,0,0,0,3,1,332,238,288,141,4,1,349,416,1,0,5,2,94,128,394,308,1,2,1,0,128,206,57,152,159,201,0,1,24,123,12,70,0,0,0,0,0,0,0,0,0,0
2021-11,장항선,224,봉명,19,0,1002,334,1344,605,2316,2952,2281,3493,2082,3143,2752,2061,2450,1278,2021,1408,1890,1932,2002,1742,1990,1419,2654,1346,3139,2329,1532,2056,779,1448,716,1068,491,894,469,780,440,593,4,115,0,0,0,0,0,0
2021-11,장항선,225,쌍용(나사렛대),37,1,2119,263,3574,626,5562,1274,7035,5636,3125,4050,3314,2813,3551,3291,3902,6047,3851,3609,3343,2728,5287,3737,5394,3819,4757,5532,4679,5719,2630,4233,2197,3365,1523,2446,1252,2359,688,1631,19,383,0,0,0,0,0,0
2021-11,장항선,226,아산,23,1,687,676,1854,2497,5465,4747,6754,8292,3857,6107,4339,5808,5049,5199,5560,5995,6050,6081,6698,4711,8236,5349,7261,5723,7980,7873,11595,7955,8294,5181,5113,3884,5323,2595,4386,2225,2318,1185,60,358,0,0,0,0,0,0
2021-11,장항선,227,탕정,32,0,256,45,388,184,1055,407,838,636,609,342,592,359,573,438,645,525,641,621,700,502,859,499,978,959,995,1026,808,970,371,723,180,543,203,473,144,426,70,303,7,97,0,0,0,0,0,0
2021-11,장항선,228,배방,95,3,973,177,1411,714,2772,1150,2502,2147,2009,1734,1766,1189,1669,1442,1993,1559,2029,1704,1846,1342,1728,1478,1946,2377,2284,2912,2703,2884,1427,2472,930,1618,732,1507,674,1271,310,849,21,324,0,0,0,0,0,0
2021-11,장항선,229,온양온천,579,3,1471,468,3845,1929,7356,4534,8018,6859,7385,6678,7435,7238,7557,10515,8323,9861,9499,8452,9810,6247,8826,7063,8512,8246,6744,8620,8670,8476,3765,7037,2572,4716,2349,4866,1496,3086,674,2111,49,742,0,0,0,0,0,0
2021-11,장항선,230,신창(순천향대),206,2,570,83,1110,458,2005,2239,1896,8550,1913,4007,3070,5668,3532,3581,3883,4582,4952,4385,5645,3637,4664,2225,7863,2975,6067,2112,6761,3860,2315,2448,1946,2297,2006,2673,1218,2546,356,1331,2,451,1,1,0,0,0,0
2021-11,경의선,172,서울역,0,0,862,16,1181,7318,2714,21787,2658,36769,2284,18602,1714,6938,1847,5283,2773,3760,3582,6521,3645,3176,5846,3207,8020,3269,16104,5058,30566,5507,10548,3164,5671,2411,6365,1558,1114,148,1453,1164,2,115,0,0,0,0,0,0
2021-11,경의선,173,신촌,0,0,213,4,358,1157,603,3307,517,4814,666,3384,610,1698,664,1277,1005,1139,798,2027,930,1150,1246,973,2189,813,3705,1362,3223,1555,2044,1159,940,658,1190,270,996,117,432,396,4,38,0,0,0,0,0,0
2021-11,경의선,174,효창공원앞,2,0,636,203,1783,1954,4485,4566,6888,16468,4319,10113,2903,3277,2746,3370,3165,3090,3240,3006,3227,3285,3766,3352,4738,4048,7239,5064,14003,7636,5414,5655,3225,3592,2953,3526,2103,3106,864,2420,11,286,0,0,0,0,0,0
2021-11,경의선,175,공덕,19,0,555,114,1724,1853,4351,6904,5550,19105,3413,8669,3450,3315,3652,3208,3982,3303,4263,3143,4422,3377,4815,3310,5788,4109,10111,5406,16835,7270,6805,4661,5514,2737,6063,2874,5330,2141,2105,1630,16,211,0,1,0,0,0,0
2021-11,경의선,176,서강대,21,0,437,68,1436,1355,3118,2788,3840,7959,3156,5519,2670,3191,2664,3122,3199,3104,3085,3505,3222,3132,3547,3335,4742,3596,5776,4074,5972,4629,3662,3162,2977,1973,3275,2236,2936,1636,1110,1107,9,98,0,0,0,0,0,0
2021-11,경의선,177,홍대입구,5,1,239,114,619,556,1405,1825,1667,6179,1198,3896,1056,3148,1061,2859,1519,3552,1827,3835,2061,4105,2467,3697,3218,4429,5050,4461,5963,5941,4192,3798,3722,1815,4631,1774,4856,1414,2014,1024,50,162,0,0,0,0,0,0
2021-11,경의선,178,가좌,0,0,2715,223,6852,3241,18707,3662,24095,8360,10925,7612,8129,5539,7368,5371,7673,5820,6880,7634,6931,7384,7053,7905,8655,10194,8792,12217,8604,16816,5033,14326,3449,7461,2889,5722,2254,5757,769,4593,10,502,0,0,0,0,0,0
2021-11,경의선,179,디지털미디어시티,9,0,975,415,2322,1912,9085,2048,10351,4303,4962,2650,3611,1840,3140,1974,3223,2256,3185,2654,3095,2549,3426,2715,4398,3931,5774,5463,5194,9235,2736,7176,1809,4003,1546,3333,1293,3786,564,2329,17,331,0,0,0,0,0,0
2021-11,경의선,180,수색,1,0,932,1370,1788,6302,3700,5131,4333,17231,3047,9306,2398,3412,2318,2282,2356,2295,2563,3113,2683,2449,3323,2505,6614,3002,9490,3988,13264,3585,6275,3150,2999,2025,2215,1232,1852,1485,422,1006,18,199,0,0,0,0,0,0
2021-11,경의선,181,화전,0,0,508,264,1454,1327,3515,1998,3942,6677,2608,3509,2213,2762,3073,2209,3001,2872,2582,3048,2867,2429,3317,2064,5150,2346,5788,2746,4804,3155,2507,2772,1228,1763,1158,1572,964,1879,485,1220,47,491,0,0,0,0,0,0
2021-11,경의선,182,강매,0,0,1791,255,6121,866,17567,1240,17399,3471,8086,1414,5152,1458,4385,1844,3978,1748,3476,2350,2972,2959,2769,3200,3171,4918,3176,6624,3655,11350,1266,11312,922,6426,941,5382,469,5038,210,2910,7,1006,0,0,0,0,0,0
2021-11,경의선,183,행신,2,0,3426,992,12637,4312,38925,5501,34167,11095,14367,7160,10372,5537,10557,6501,10536,6804,8919,8683,7747,8282,7451,8689,9952,13397,14372,18641,10335,38070,6382,29042,6843,13404,4749,12097,5213,11066,1761,6545,85,2086,0,0,0,0,0,0
2021-11,경의선,184,능곡,4,0,2642,466,6394,2641,16196,2416,15939,5377,8308,3475,6247,2949,5713,3350,5105,3887,5035,3843,4491,4299,4463,4952,5484,6713,6140,8125,5359,12278,2912,10268,2112,5684,1567,5852,1051,5258,488,3429,16,2636,0,0,0,0,0,0
2021-11,경의선,185,곡산,0,0,241,164,901,852,1631,1143,1638,2542,989,1055,715,769,703,598,702,774,678,676,849,683,1131,883,1231,961,1852,1138,1973,1637,509,1198,438,784,283,614,224,575,71,366,2,14,0,0,0,0,0,0
2021-11,경의선,186,백마,1,0,4040,733,14572,2320,34229,6298,26369,11192,12361,6137,9577,4698,9527,4150,9709,5708,8282,6768,7179,6756,8045,8567,9960,9998,10428,12315,11261,24686,4528,26046,3209,13395,3205,11286,2956,10617,990,8434,6,446,1,0,0,0,0,0
2021-11,경의선,187,풍산,11,0,3400,286,10271,1531,22844,4596,19893,8520,11647,5277,8340,4587,7862,6129,7967,6167,7414,6600,7552,5941,8323,6888,8748,9147,8718,11935,8825,18902,4602,16278,3832,10825,4065,9409,2814,7522,902,6451,9,529,0,0,0,0,0,0
2021-11,경의선,188,일산,10,0,6982,837,22118,3934,47631,6450,32697,12902,18325,7049,12841,6233,13108,7883,12936,8498,11869,10858,10633,10766,11315,11653,13258,14712,13022,21146,12092,33817,6134,36620,4304,15647,3891,16376,3636,13057,1242,10260,17,3280,0,0,0,0,0,0
2021-11,경의선,189,탄현,56,2,5800,471,20190,2665,37278,6151,27762,9672,15182,5470,11366,4200,10170,5324,10430,6322,9333,6402,8420,8394,9262,8812,9810,11308,10288,18087,11239,28491,5631,31299,4313,14717,3995,13759,3261,9584,1234,8743,50,2202,0,0,0,0,0,0
2021-11,경의선,190,야당,38,3,4197,378,13887,2063,27505,4715,24423,8459,12121,6436,9934,5244,9043,6538,9677,6744,8648,7834,8353,9176,9093,9824,10379,12688,10651,20142,10768,29553,6574,25515,6968,13073,7773,11056,7490,9113,3494,7345,356,1792,0,0,0,0,0,0
2021-11,경의선,191,운정,53,1,4129,435,16256,4290,30611,7213,27653,11431,13512,6368,10262,4671,9082,5352,9082,5956,8997,6025,7562,7570,8100,8196,10441,11710,12195,16287,11920,23913,5016,22260,3448,12244,2969,10520,2253,9250,649,6225,43,1484,0,0,0,0,0,0
2021-11,경의선,192,금릉,94,0,2735,313,9213,2238,17681,5094,14115,11124,8470,4869,6999,3914,6847,4003,6856,4694,6316,4778,5775,5647,6062,6868,7427,7990,9656,11254,10481,14629,4550,13666,3767,7240,3069,7195,2563,6505,530,4804,53,1244,0,0,0,0,0,0
2021-11,경의선,193,금촌,77,1,3264,233,8675,3532,19345,10471,17225,16307,11223,8674,9651,6839,10112,6370,10760,8980,10230,9765,9507,8311,10095,10468,11792,10901,13669,14875,16237,16944,6969,14185,5759,10028,4068,9049,2676,7540,605,5270,71,1369,0,0,0,0,0,0
2021-11,경의선,194,월롱,18,0,397,33,1005,4105,2098,10554,2199,12960,1901,5185,1798,3396,2228,1910,3336,3248,3123,2480,2501,1652,5716,2044,7629,2214,11248,2770,14046,2863,4808,2709,3676,2563,2489,2773,1023,2892,77,2118,9,543,0,0,0,0,0,0
2021-11,경의선,195,파주,111,0,727,8,1149,795,2496,2520,2568,5334,1711,3180,1452,1843,1737,1116,2596,1473,1817,1901,1757,879,3132,1241,4705,1175,5836,1176,3911,1331,1161,1415,890,1166,948,846,235,841,54,609,4,226,0,0,0,0,0,0
2021-11,경의선,196,문산,988,4,2987,12,7648,2252,16141,7356,12733,14587,9158,5548,7610,6923,8202,7540,8720,7904,9416,7912,9127,6670,9242,8631,9369,8908,11760,10214,12096,12032,4495,10860,3468,10075,2748,5961,1654,6365,78,4385,2,1877,0,0,0,0,0,0
2021-11,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,11,139,45,399,2,1,0,0,1,1,1,0,167,103,112,10,407,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,202,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,203,계양,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경춘선,205,신내,14,0,709,842,2417,3074,6442,4736,6038,8093,3126,2230,2524,1860,2365,1610,2380,1625,2307,2084,2358,1917,3029,2720,4348,2729,4853,4052,6326,4766,2329,3932,1184,1889,1008,1633,794,1452,323,974,3,168,0,0,0,0,0,0
2021-11,경춘선,206,갈매,3,1,1744,702,4090,1990,18909,2498,10844,4585,6893,2689,4124,2295,3273,2290,3732,2171,3019,3013,3404,2492,3164,4137,4516,4284,4236,5931,4592,11421,2398,8486,1740,4760,1985,3765,1335,2736,620,1500,17,643,0,0,0,0,0,0
2021-11,경춘선,207,별내,27,0,1400,937,3555,2726,15211,3924,11346,6778,6572,4007,4753,3019,3866,3104,4318,3112,4000,3744,4041,3446,4449,4570,5982,5094,6252,7824,7125,11538,3124,9615,2319,4758,2260,3041,2029,3816,996,1701,34,493,0,0,0,0,0,0
2021-11,경춘선,208,퇴계원,39,1,2650,509,5548,1593,20338,4118,13375,4885,8794,2447,5750,2863,4645,2674,5203,2997,4637,3401,3550,3663,4214,4118,3984,5703,4909,10384,6179,12371,2519,11693,1685,6352,1698,4061,1053,5187,444,2286,30,756,1,0,0,0,0,0
2021-11,경춘선,209,사릉,41,0,2436,721,5785,2105,17184,6272,13438,7155,7411,2795,4928,2613,4272,2751,4223,2914,4230,2683,3108,3743,3820,3431,4113,4623,5858,8223,7952,10013,2494,13310,1501,5534,1259,3976,761,3987,247,2361,15,742,0,0,0,0,0,0
2021-11,경춘선,210,금곡,9,0,1556,247,2208,909,4927,1943,4613,4791,3202,1993,2399,1589,2472,1321,2181,1900,2388,1541,1845,2202,2195,2111,2262,2173,2948,3418,3802,4179,1168,3818,703,1581,600,1768,585,1508,141,1079,7,248,0,0,0,0,0,0
2021-11,경춘선,211,평내호평,823,5,5618,772,11949,1781,30485,4574,20120,10026,11824,6010,10056,4981,8491,5265,8748,7132,8104,6431,6917,8734,7294,8036,7933,9280,8472,17247,8636,19471,5041,23857,4067,9765,3629,8508,3441,7695,1420,5104,18,2364,0,0,0,0,0,0
2021-11,경춘선,212,천마산,23,1,978,256,3906,514,7795,1753,5694,1966,4542,1530,3394,1497,2527,1851,2829,2017,2388,2027,2231,2345,1969,2952,2238,2903,2105,3999,2455,5716,953,4168,565,3043,539,2351,416,1713,111,1259,1,87,0,0,0,0,0,0
2021-11,경춘선,213,마석,28,0,1533,359,7943,2323,15422,6279,11478,7434,8663,5158,6979,3804,6107,4677,6500,4695,5570,5971,5699,5470,5640,6319,6777,6439,6849,9157,7402,10188,2941,13248,2590,6483,2005,5048,1553,4238,609,2474,3,413,0,0,0,0,0,0
2021-11,경춘선,214,대성리,0,0,247,51,608,250,1057,1037,985,1133,957,675,1098,1223,1791,989,1193,869,1019,1059,1208,1589,1421,1166,1641,1230,1723,1072,1121,970,426,714,258,449,185,374,105,350,45,244,0,3,0,0,0,0,0,0
2021-11,경춘선,215,청평,18,9,768,119,1987,744,3973,1197,4418,3387,3213,2406,3263,2639,3998,2227,3279,3261,2878,2512,2905,3214,3393,3234,3460,3428,3796,4737,2746,3499,1082,3276,778,2366,669,1617,327,1397,106,1089,0,12,0,0,0,0,0,0
2021-11,경춘선,216,상천,0,0,82,40,271,149,546,226,665,614,443,651,408,975,558,908,586,690,665,463,996,446,985,466,1032,404,771,484,373,390,156,429,84,223,57,170,25,116,8,82,1,8,0,0,0,0,0,0
2021-11,경춘선,217,가평,0,0,657,124,1449,1071,2538,2376,3241,5276,2609,3906,3133,4224,4375,6282,3202,5029,3087,4393,4040,4373,5029,4038,6923,2962,7051,3466,5463,2979,2654,2853,1703,1842,1205,1252,485,1159,262,1009,3,76,1,0,0,0,0,0
2021-11,경춘선,218,굴봉산,0,0,60,1,36,29,123,111,232,331,244,458,252,635,274,449,305,326,396,237,467,267,525,237,539,230,323,193,173,153,150,127,80,113,31,59,38,64,6,50,0,2,0,0,0,0,0,0
2021-11,경춘선,219,백양리,0,0,4,21,11,35,46,225,93,171,80,294,139,334,286,286,181,174,231,200,217,273,360,155,262,133,363,110,197,105,44,42,45,42,101,47,29,36,6,35,0,0,0,0,0,0,0,0
2021-11,경춘선,220,강촌,6,0,111,43,170,58,351,221,507,1529,586,1487,689,2201,1087,2048,1112,1100,1081,992,1647,1068,2014,788,2558,906,2219,650,1221,742,471,548,386,362,252,319,82,246,37,188,0,5,0,0,0,0,0,0
