사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,8호선,536,잠실(송파구청),7,0,1263,2174,4018,9888,8459,28634,13003,74574,9606,40877,9381,26195,11966,26801,13757,27339,16725,26585,20660,26494,25804,26517,29757,27032,41155,32651,59850,41506,33168,21089,30885,10287,29825,7698,22802,5871,7010,3411,8,631,0,0,0,0,0,0
2021-11,8호선,537,석촌,1,0,2805,775,5542,3840,15474,7792,23445,21829,12765,17798,9346,10647,9370,11645,10470,11973,10485,12759,10607,12866,11339,14272,12952,15150,16466,20607,19134,28880,10407,18839,9005,10527,9235,9144,8016,7979,2710,5424,12,760,0,0,0,0,0,0
2021-11,8호선,538,송파,3,0,2392,628,7457,4763,23608,10306,29931,16933,16259,9583,11151,6875,10569,7552,11312,7912,10153,9074,9277,9040,11120,10849,13543,13030,13147,17125,14835,26036,7378,19523,5390,10359,4088,10173,3088,8518,974,5064,4,767,0,0,0,0,0,0
2021-11,8호선,539,가락시장,41,1,2505,2435,4944,6204,10075,14491,12684,38427,9210,17789,8919,11851,9737,11094,9702,9493,9928,10807,11454,10886,13385,10269,13668,12325,18919,14457,28928,20054,11454,13784,9975,8411,10155,7471,8367,5739,3002,3566,12,2104,0,0,0,0,0,0
2021-11,8호선,540,문정,4,0,1865,3189,6148,11729,21367,49565,31018,172341,18325,83711,14698,29471,15983,17686,17827,17355,20491,19980,23970,17291,26302,18150,31710,19715,77277,23962,130281,33981,43816,25021,28338,13347,25014,11026,17396,11026,5096,5901,4,122,0,0,0,0,0,0
2021-11,8호선,541,장지,19,0,5046,2443,15971,11327,45627,27352,56611,48654,30620,29872,20412,19315,17451,18132,18761,21238,19258,18787,19599,20284,22319,24910,29179,28734,41927,31739,47619,50996,26567,34680,21259,18655,17138,16350,11551,16269,3354,9120,0,52,0,0,0,0,0,0
2021-11,8호선,542,복정,9,0,4474,2412,10105,9523,32210,13025,43296,21839,26091,15481,16144,8921,12601,8427,13651,10488,12740,10050,12270,10058,14196,11581,18722,15185,25593,22516,29370,34929,15002,25432,9047,15605,7579,14081,6418,12530,2003,6107,4,330,0,0,0,0,0,0
2021-11,8호선,543,산성,36,1,3799,710,8448,2583,23087,3644,26983,9687,14408,6522,9261,6729,7740,4927,8151,5894,7960,6302,7706,5849,8520,7942,9957,10731,9661,13244,7803,21518,3722,19427,2345,11113,1984,10385,1302,9782,618,5091,1,786,0,0,0,0,0,0
2021-11,8호선,544,남한산성입구(성남법원.검찰청),29,1,10797,1362,20030,5008,48612,11488,64772,25653,32461,17467,19905,12089,18173,10300,19297,12898,17461,14394,15601,13362,16461,17061,19444,21447,23380,26825,23981,43031,10531,36550,6670,21374,5093,19998,3312,19061,1158,10362,2,1479,0,1,0,0,0,0
2021-11,8호선,545,단대오거리,12,0,8140,1819,15282,7361,34975,10680,42578,20023,22684,9911,15051,7734,13646,8347,14185,9550,13384,9612,11667,11410,11818,14785,15199,17221,18549,21731,22486,35632,9776,29723,6063,17879,4924,15646,3538,13732,1103,8805,5,1072,0,0,0,0,0,0
2021-11,8호선,546,신흥,3,0,3194,574,5321,3247,11474,3236,15206,6767,8626,4309,5954,4853,5666,4843,6049,5238,6459,5977,6229,6656,6451,8229,7750,8847,8233,11019,7429,15912,4137,12689,3574,7364,2518,6546,2087,5306,719,3420,3,360,0,0,0,0,0,0
2021-11,8호선,547,수진,6,0,4052,508,6687,2129,15899,3452,22804,9322,11946,5602,7796,5146,7556,5133,8074,5287,7649,6479,6411,7142,7480,7320,9197,9000,9249,10019,7666,15629,4280,12480,3253,7524,2689,6836,1970,6409,670,4292,7,491,0,0,0,0,0,0
2021-11,8호선,548,모란,14,0,2022,581,3093,3400,8422,4264,11357,8175,6836,5436,5826,5551,6908,6097,7327,6412,7687,7037,9033,6257,9396,6016,10414,7199,9356,7757,10009,9507,5826,6514,3751,3669,3901,3500,3270,3282,1637,1835,5,554,0,0,0,0,0,0
2021-11,9호선,618,개화,12,0,1408,262,5745,2701,13736,3246,8539,5720,3382,2776,2298,2099,2162,2252,2344,2202,2426,2022,2301,1925,2828,2274,4637,2048,6089,3096,6185,5465,2639,4970,1711,2712,1745,1715,440,1504,149,943,0,185,0,0,0,0,0,0
2021-11,9호선,619,김포공항,17,0,1402,1582,3450,12890,7624,22040,11876,25194,9873,22041,9709,17483,11143,23325,11549,24546,13834,26573,15629,23515,16080,23662,14381,28468,19258,31470,21526,32560,16009,23179,15608,8911,15714,3906,11077,2754,1752,1878,51,726,0,0,0,0,0,1
2021-11,9호선,620,공항시장,2,0,3432,258,4536,1213,9343,1954,10224,4211,6153,3138,4575,3287,4088,3305,4726,3529,4467,4343,4128,4125,4274,4986,4672,6297,5053,7485,3986,11007,2561,9673,2219,5808,1829,4991,1439,4902,509,3368,3,315,0,0,0,0,0,0
2021-11,9호선,621,신방화,11,0,4537,594,10601,2832,27623,5163,27340,11859,14452,6101,10762,5274,9299,6043,10271,7258,9672,7838,8425,8056,8983,10599,10299,11338,9648,14503,10033,25479,5286,20170,4290,11775,3407,10273,2605,9439,974,6176,4,134,0,0,0,0,0,0
2021-11,9호선,622,마곡나루(서울식물원),3,0,3627,919,9147,11904,28690,12959,30260,43658,14280,21400,10559,12380,10904,10893,12809,10762,12888,11695,13187,12189,15604,12864,20705,14899,31908,22123,40294,34102,17223,30566,14496,16053,14595,13991,11921,13418,5255,9400,68,641,0,0,0,0,0,0
2021-11,9호선,623,양천향교,24,0,4241,1085,9341,5568,30521,9699,31853,37889,14474,16118,11130,9504,11348,7973,12421,9122,12124,9078,11575,10213,12202,9952,15399,11870,20665,17164,31764,27664,11284,26270,7006,15164,6217,12960,4233,13326,1314,9882,1,202,0,0,0,0,0,0
2021-11,9호선,624,가양,51,0,14497,1599,24197,7831,70021,24512,75642,46397,41693,25741,29048,17132,27508,17194,28825,18764,27269,21928,25072,23017,25994,26015,29917,32299,37808,40571,45769,67756,19015,56862,13044,32763,11297,31201,8358,27506,2240,17761,3,734,0,0,0,0,0,0
2021-11,9호선,625,증미,2,0,2391,655,7376,3262,21342,7457,21567,34742,11186,12727,8323,7012,8370,5846,8446,6548,8661,6951,8190,7629,8556,9127,9618,9379,16532,11431,29353,20275,8357,16706,5025,8497,4047,7660,2590,6820,1041,4916,2,3,0,0,0,0,0,0
2021-11,9호선,626,등촌,6,0,5494,704,13999,4257,42640,7036,53073,18143,24017,12202,16519,9692,15412,10517,15905,11908,15061,13093,14924,13761,14581,16641,16040,19227,16431,27340,19014,42419,9348,37098,6725,19334,5742,15044,4652,14507,1447,9944,0,0,0,0,0,0,0,0
2021-11,9호선,627,염창,5,0,11347,688,25032,5502,75260,8349,86282,21140,44364,11626,25590,9848,22247,10418,22531,13015,20511,14636,17516,16023,16303,21090,18949,25285,22939,42293,24472,70504,12304,62138,8882,36772,7961,30100,5876,29763,1888,21713,3,275,0,0,0,0,0,0
2021-11,9호선,628,신목동,2,0,1793,385,5846,1711,18117,3169,19008,5765,8623,3009,5688,2677,5028,2908,5473,3306,4793,3987,4450,3798,4507,4193,5624,5795,6871,7976,5861,14066,2748,11736,1807,5944,1623,6235,1552,5704,427,3568,1,63,0,0,0,0,0,0
2021-11,9호선,629,선유도,0,0,1908,1305,5450,4681,19351,14887,25493,41906,11857,18341,7722,7271,8284,7509,9701,7069,8671,7884,8576,8195,10073,8277,11817,9347,23973,11968,38907,21534,12635,16116,7122,8720,6290,7518,4666,7079,1460,4322,1,4,0,0,0,0,0,0
2021-11,9호선,630,당산,44,0,7827,1288,16270,5864,49338,15152,60214,41521,33886,23049,23093,15066,23412,16416,24699,17628,23823,19630,22342,20087,22672,22407,25163,27193,33028,42944,45417,66702,22687,48362,17591,29399,17825,28207,15161,27857,5769,18679,8,826,0,0,0,0,0,0
2021-11,9호선,631,국회의사당,0,0,916,1745,1848,8757,3747,39444,6282,150335,5435,72190,7241,23400,10717,17947,12951,15003,14668,16351,19114,13451,21364,10339,26910,9710,67507,11146,109904,11727,37099,6515,22286,3491,20861,3016,14242,2763,3878,1673,0,1,0,0,0,0,0,0
2021-11,9호선,632,여의도,10,0,2609,2258,3632,19761,8581,123977,10990,167947,11215,71723,13063,28876,18335,29147,19134,27315,24114,28712,27796,24237,34677,22722,50102,21282,131981,25261,151986,30049,64991,17067,51138,8884,42273,7599,26910,6973,7256,4028,4,344,0,0,0,0,0,0
2021-11,9호선,633,샛강,6,0,861,1002,2064,4142,4592,14811,6096,36835,4425,15144,4244,7681,5253,6992,5374,6043,6191,6052,6861,6324,8439,5480,10180,6270,18738,8620,29759,12346,10375,6785,7944,3640,7513,2922,6174,2773,2778,1861,2,25,0,0,0,0,0,0
2021-11,9호선,634,노량진,339,3,15673,2073,22818,14601,60162,41293,92877,67765,49782,40314,30562,24736,28698,23693,32921,29980,36515,34544,30640,28813,29809,32428,35404,38546,49383,56711,59343,87994,30246,57479,30501,36662,37938,34543,41082,33148,9418,22272,1,1257,0,0,0,0,0,0
2021-11,9호선,635,노들,19,0,3563,253,4957,1438,15403,2476,21232,4152,11327,3175,7332,3332,6399,3192,6457,3634,6607,4305,5793,4592,5274,6672,5987,7354,6609,9344,6208,15782,3533,11056,2385,6739,1957,6554,1840,5553,542,4024,0,3,0,0,0,0,0,0
2021-11,9호선,636,흑석(중앙대입구),3,0,3372,1087,5754,6482,16281,11369,20870,17706,13914,13029,11009,10052,11201,8861,13579,11062,11575,12260,11992,10205,13002,12618,17930,15813,21123,18478,15830,26798,8405,17331,9761,11307,7216,9524,7054,9151,2758,6352,0,33,0,0,0,0,0,0
2021-11,9호선,637,동작(현충원),12,0,1210,179,1563,1872,4978,1557,6159,2950,3863,2114,2385,2158,2599,1978,3030,1905,2666,2140,2938,2385,3097,2232,4030,2352,3982,2801,3998,4235,1915,3237,1419,1852,1315,1929,1010,1781,388,1414,2,1767,0,0,0,0,0,0
2021-11,9호선,638,구반포,1,0,329,240,896,1753,2328,3269,3183,6273,2239,4664,1836,3219,2120,3195,2629,3333,3128,3717,3729,2900,3626,2823,4357,3013,5406,3114,6702,5082,3107,2952,2439,1421,2103,1341,1591,1335,436,991,0,40,0,0,0,0,0,0
2021-11,9호선,639,신반포,0,0,413,853,1768,9053,5171,6852,7268,9887,4614,5291,3659,4229,3465,3397,3998,3704,4333,4885,4540,4137,6186,4445,11372,4494,12807,4976,8730,8142,4883,5079,3149,2785,2632,2819,1907,2701,517,1734,0,1,0,0,0,0,0,0
2021-11,9호선,640,고속터미널,23,0,2059,1407,4478,13937,14790,17611,21251,27789,16376,29641,13972,28310,15682,29050,18430,28279,19609,30313,22523,31702,25225,32342,29298,34885,32423,37526,32803,45594,27553,29040,24084,18346,18055,15737,15228,13658,4919,7313,0,23,0,0,0,0,0,0
2021-11,9호선,641,사평,1,0,840,191,2743,1638,9497,4755,11984,7592,7039,3564,4701,3182,4609,3557,4704,4018,4974,4488,4515,4899,5401,4832,7358,6457,7299,8014,7742,10419,4350,8621,2462,4430,2098,4205,1895,4298,502,2527,0,0,0,0,0,0,0,0
2021-11,9호선,642,신논현,34,0,3679,1461,12456,14151,30705,40488,45635,92731,30477,102954,25203,53964,30168,41102,34471,40173,38779,45888,41403,43759,47533,41578,57590,49088,80780,65197,110564,101897,75264,56375,55290,27088,60601,22386,58381,18921,23934,11553,15,1052,0,0,0,0,0,0
2021-11,공항철도 1호선,656,서울역,121,0,2359,641,2048,9500,10076,16049,11468,23545,8239,17420,8959,14075,10176,12893,13286,13480,13883,12501,10673,11299,17042,12501,18057,12513,22513,14924,27998,18204,19088,14629,13418,8324,15856,7609,11128,5377,5306,2529,11,1520,0,0,0,0,0,0
2021-11,공항철도 1호선,657,공덕,40,0,1153,154,1904,1300,5853,3653,5425,9853,3067,5134,2116,3272,2187,3038,2526,3289,2533,3124,2529,3233,2582,3569,3235,4358,4980,7062,8557,11255,4055,7114,2819,3491,2902,3200,2163,3478,1089,2135,67,1106,0,0,0,0,0,0
2021-11,공항철도 1호선,658,홍대입구,136,2,2661,268,3921,2550,8812,6375,11729,21744,7737,20505,6408,15623,7418,16834,9515,19972,11085,21423,12783,19020,16149,18857,19626,20403,26728,24426,31553,33374,24220,20268,22268,8823,26022,7420,25677,7017,10464,4912,743,1321,2,2,0,0,0,0
2021-11,공항철도 1호선,659,디지털미디어시티,79,26,2592,620,6351,5386,17606,25507,19099,93576,11583,42237,7521,14787,8308,10185,9342,11010,10407,11279,10851,9259,12803,9105,16605,10279,41588,14470,93461,24018,33991,15341,18253,8574,16418,7617,13375,6958,4618,4133,359,1550,0,0,0,0,0,0
2021-11,공항철도 1호선,660,마곡나루(서울식물원),4,0,1752,701,4228,10648,12433,21704,13615,54980,7082,23418,4604,8062,5229,5339,6047,5250,6127,5599,6078,5319,7960,5298,16286,5898,41121,9187,42669,14691,15523,10257,9716,5938,7544,5622,4804,5536,1735,3550,324,3038,0,0,0,0,0,0
2021-11,공항철도 1호선,661,김포공항,11,0,1808,1608,3210,11742,6344,22462,17872,21315,18147,13300,19089,9384,21988,11764,20114,13498,23824,13740,25088,11297,24888,11129,19808,13647,29571,14486,34833,13738,24332,9818,23849,4312,28265,1916,21126,1646,4353,955,94,661,0,0,0,0,0,0
2021-11,공항철도 1호선,662,계양,10,0,7910,554,21916,3125,57267,3892,50308,6126,24309,4896,15675,3911,13825,4338,13127,5790,11314,6981,9021,8361,8964,10638,10526,14591,11480,22509,8720,41922,5060,42142,3197,22294,2706,19755,1970,20135,758,13358,143,4108,0,0,0,0,0,0
2021-11,공항철도 1호선,663,검암,342,0,6209,441,13098,1933,33862,6996,26129,15976,13377,5996,8993,4211,9093,4174,8344,4637,7279,5229,6726,5804,6534,6361,8150,8769,9361,12988,14237,24952,4496,25855,3578,13074,3164,12102,2227,11842,932,8154,171,4232,0,0,0,0,0,0
2021-11,공항철도 1호선,664,청라국제도시,65,0,3549,127,15639,4755,30823,7758,19953,17492,10381,6798,7889,3214,7734,3333,7508,4471,6759,4914,5892,4748,6723,5890,10121,8111,13426,10672,20288,21921,6256,23571,3571,12547,3022,11190,2531,11937,812,7062,121,2759,0,0,0,0,0,0
2021-11,공항철도 1호선,665,운서,52,1,5818,414,11368,5503,21106,8710,21977,12688,9899,8142,10015,5079,9955,5266,10898,5741,8665,7183,8842,7128,9302,8981,11750,11052,14583,13398,11589,25075,6029,17374,5904,12895,5557,11438,4238,11381,1720,8298,143,3388,0,0,0,0,0,0
2021-11,공항철도 1호선,666,공항화물청사,3,0,366,598,1094,7087,1529,13995,2262,20169,1847,4065,876,1920,743,2895,1010,3103,1298,1596,1927,1045,2892,793,4648,1326,9135,1679,17304,992,4029,1017,2568,1569,2854,1066,2573,287,646,189,8,81,0,0,0,0,0,0
2021-11,공항철도 1호선,667,인천공항1터미널,0,0,1074,2062,2168,5894,4040,12436,5802,19249,5135,5906,3359,5978,4010,6697,4146,8878,4940,5945,5721,6585,8858,6333,8609,5629,13381,7440,19083,3850,7293,2793,5452,3840,5487,2637,3209,1399,716,692,0,427,0,0,0,0,0,0
2021-11,공항철도 1호선,668,인천공항2터미널,0,0,1255,1294,1794,4489,2442,9488,3541,9412,3618,3207,1193,2866,1207,4417,1420,4737,1955,2358,3216,2505,5696,2831,6130,3050,10277,4074,10247,1472,3770,755,2814,842,2487,1087,1041,506,248,292,0,365,0,0,0,0,0,0
2021-11,공항철도 1호선,669,영종,11,1,2207,139,6880,1783,11127,2392,8106,4034,6496,2541,5614,2612,5410,3175,5132,3458,4621,3522,4232,4646,4664,4655,5293,5081,5743,8021,4282,7763,2241,10658,1809,6252,1609,5649,1254,5091,542,4391,96,1657,0,0,0,0,0,0
2021-11,9호선2~3단계,643,언주,3,0,1080,1041,2621,7621,6343,18731,9353,62170,8070,44792,8052,21109,9779,12484,11721,11190,11919,13750,13631,11389,15955,11790,21560,10965,37036,12890,56881,14905,26041,10083,14178,6123,11801,5841,9433,4428,3026,3094,2,162,0,0,0,0,0,0
2021-11,9호선2~3단계,644,선정릉,0,0,1010,1194,3531,6809,8311,16511,10077,59171,7227,47845,6201,19934,7270,13018,8228,10874,9564,11399,11111,10816,12092,9380,16299,10250,28456,12308,51948,14551,27725,10319,14298,6325,12727,6149,11008,5572,2966,2844,8,73,0,0,0,0,0,0
2021-11,9호선2~3단계,645,삼성중앙,0,0,658,556,2203,4247,5120,14064,6941,40086,4885,29930,4511,11473,5416,6657,5992,6066,6884,7338,7978,6267,9059,6641,11787,7030,22179,9016,37640,12969,16001,7367,9147,4442,8542,3579,6095,3058,2055,2335,0,4,0,0,0,0,0,0
2021-11,9호선2~3단계,646,봉은사,1,0,1644,1214,4515,11251,8142,33432,10657,96461,7639,68791,8172,32011,11943,27161,15359,25662,19148,25516,22581,24561,27105,20204,36383,19811,60376,22197,91787,22751,43396,13410,30016,6723,26673,5879,18883,4706,4174,2426,1,1,0,0,0,0,0,0
2021-11,9호선2~3단계,647,종합운동장,3,0,1181,195,3335,1880,8704,5038,10106,10654,6991,7583,5027,4356,4807,3900,4856,4558,5649,5359,5700,5277,5468,5728,6941,6981,9574,10168,12332,14357,6739,9529,5544,5320,6131,5051,5090,4574,1695,2754,2,51,0,0,0,0,0,0
2021-11,9호선2~3단계,648,삼전,7,0,4041,428,7251,2686,19537,3771,30007,10916,18848,8731,9982,5565,8339,5468,8634,6290,8804,6966,8230,7083,8261,8073,9101,10109,10398,15583,13143,25322,6895,20475,5065,11334,4183,10576,3909,10105,1172,8229,0,228,0,0,0,0,0,0
2021-11,9호선2~3단계,649,석촌고분,2,0,2575,271,5011,2206,15268,4793,25996,13213,15928,8938,8941,5690,7799,4990,7829,5750,7819,6600,6938,6139,7109,7834,9316,9104,10741,12158,13826,22367,6038,16843,4473,10631,4293,9350,3403,7943,882,5387,0,20,0,0,0,0,0,0
2021-11,9호선2~3단계,650,석촌,4,0,3262,255,8414,2226,23276,5164,29742,12021,20486,11047,11767,7188,10813,7384,11287,8175,11205,9243,10641,9401,11463,9544,13042,12617,15246,17909,16438,27187,10015,23083,8131,12106,8246,11419,7272,11676,1990,5380,2,75,0,0,0,0,0,0
2021-11,9호선2~3단계,651,송파나루,2,0,1579,118,3560,1923,11435,3568,17276,10367,10629,7700,6054,4680,5757,6323,5808,6756,6362,7565,6500,7275,6597,6997,7311,10207,9021,13457,12548,20579,6204,15594,5942,6678,6361,5994,5115,5625,1365,4100,0,152,0,0,0,0,0,0
2021-11,9호선2~3단계,652,한성백제,1,0,836,173,2569,955,6937,1910,8501,5932,5077,4482,3060,3215,3158,3083,3424,3073,3806,3283,3860,3525,4510,3346,5406,3894,6204,4599,7668,7804,2988,6056,2377,3254,2081,2928,1545,2881,382,2084,1,65,0,0,0,0,0,0
2021-11,9호선2~3단계,653,올림픽공원(한국체대),12,0,1552,637,6208,4553,14178,5487,17609,13461,12119,9191,7702,7422,7327,7960,8237,9299,7802,11004,8429,10618,10558,11968,14144,13049,18819,15223,17627,20413,8899,16147,8999,9452,7034,8641,7323,9138,2361,4456,1,162,0,0,0,0,0,0
2021-11,9호선2~3단계,654,둔촌오륜,0,0,255,252,796,2569,3579,3249,3925,2602,2447,896,1448,682,1141,693,1108,842,1254,966,1251,961,1481,1138,4584,1365,2527,2076,2051,3020,1026,2507,597,1197,454,1148,325,1309,83,746,0,28,0,0,0,0,0,0
2021-11,9호선2~3단계,655,중앙보훈병원,6,0,2778,702,12050,7323,38296,10930,39840,19610,23811,13337,17842,12912,16174,8123,13960,9640,10116,12436,14557,10522,16047,10015,16676,10156,19110,15515,12992,28292,4843,23763,3428,12223,2749,12547,2281,12469,428,5560,0,871,0,0,0,0,0,0
2021-11,우이신설선,713,북한산우이,13,0,1540,526,2561,1577,8263,2579,9399,6448,4989,8769,4165,9306,4349,7198,5141,6114,6363,5006,7820,4483,8706,4185,8345,4136,7225,4348,4877,5571,2767,5012,1906,3000,1258,2901,906,2502,307,1442,0,181,0,0,0,0,0,0
2021-11,우이신설선,714,솔밭공원,2,1,1597,277,3664,1061,9797,1630,10033,2858,6353,2319,4506,2247,4013,2685,3995,2895,3606,3319,3503,3797,3683,4053,3664,4582,3023,5094,2261,7519,1384,6864,874,4355,710,3437,588,2742,211,2102,0,103,0,0,0,0,0,0
2021-11,우이신설선,715,4.19민주묘지,2,0,1231,298,3107,846,7833,1564,8965,5895,5795,4536,4450,3821,4563,4563,6272,4835,5454,4859,5616,4573,6115,4469,6008,4784,6156,5793,4323,6894,2401,7052,1916,3857,1452,3465,1076,3083,306,2179,0,28,0,0,0,0,0,0
2021-11,우이신설선,716,가오리,15,0,2326,347,5750,1082,16196,2280,17727,5271,10227,3683,7214,3938,6711,4238,6325,5269,6282,5234,6045,5797,5281,7033,5597,8784,5563,9263,4472,13424,2908,12416,1703,6949,1266,5958,836,5093,305,3189,0,0,0,0,0,0,0,0
2021-11,우이신설선,717,화계,6,2,1988,595,3924,1420,12188,1937,14356,5060,8055,4041,5818,3811,5300,3776,6269,4193,5641,4442,5042,4538,4706,5500,5262,6411,4374,7134,3805,9730,2931,9190,1474,4958,1141,4136,766,3858,402,2182,0,0,0,0,0,0,0,0
2021-11,우이신설선,718,삼양,0,0,1033,233,2750,1041,6609,1260,7498,3379,5064,2525,3491,2502,3336,2507,3616,2850,3413,3058,3243,3269,2952,4323,3081,4768,2850,4882,2421,6258,1500,5399,1060,3100,717,2726,476,2194,221,1161,0,0,0,0,0,0,0,0
2021-11,우이신설선,719,삼양사거리,1,0,1245,360,2887,1170,6867,1896,8664,4517,5543,2864,4494,2766,4012,3164,4423,3753,4506,3911,4048,4141,3836,4842,3757,5477,3546,5619,3283,7244,2199,6073,1544,3293,1188,2750,916,2210,256,1311,0,0,0,0,0,0,0,0
2021-11,우이신설선,720,솔샘,5,0,2802,234,9174,1064,28177,3133,29760,4938,15426,2983,10080,3203,8282,3764,8370,4676,7566,4942,6416,5961,6125,7815,6693,10138,5956,13289,4618,22489,2696,20329,1865,11450,1530,10060,1333,8631,415,5140,0,0,0,0,0,0,0,0
2021-11,우이신설선,721,북한산보국문,3,0,1954,501,6236,2314,20315,4547,24531,8269,15222,5963,10479,5161,9393,4869,9648,5926,9239,6441,8149,7198,7838,8255,9281,10545,10084,13685,9139,19947,5073,17794,3560,10388,3058,8857,2159,8290,1025,5016,0,0,0,0,0,0,0,0
2021-11,우이신설선,722,정릉,2,2,1948,443,5096,1819,14458,3477,17342,6830,12456,4253,8556,3821,7651,3875,7731,4980,7485,5262,6787,5840,6416,7267,7306,8754,7932,10842,7698,15523,3959,11991,2588,6846,2169,6041,1524,5047,606,2544,0,1,0,0,0,0,0,0
2021-11,우이신설선,723,성신여대입구(돈암),1,0,749,448,971,1239,3467,3789,6136,8069,4303,6411,3996,5784,4116,5880,5173,6300,5303,6936,5708,6730,5994,6780,7073,7390,7732,9324,8536,11450,5664,6649,4994,3719,5917,2827,4957,2241,1975,1479,1,0,0,0,0,0,0,0
2021-11,우이신설선,724,보문,1,0,440,184,851,1345,1944,2943,3490,5175,2853,3135,2158,2125,2188,2045,2379,2089,2519,2166,2405,2110,2662,2308,3185,2614,3644,2805,4355,3208,1893,2047,1428,1548,1323,1393,1131,1025,468,822,2,31,0,0,0,0,0,0
2021-11,우이신설선,725,신설동,73,1,865,829,917,2033,1386,4744,2120,13160,1510,7751,1878,3975,2163,3072,2664,3002,2861,3457,3370,2602,4545,2118,5241,2007,7184,2028,9622,2132,4113,1206,2700,831,2490,705,1834,737,556,527,1,131,0,0,0,0,0,0
